recommendation_id,selection_key,display_order,record_type,category,activity,body_part,risk_level,trigger_condition,thai_source_text,source_id,source_page,source_section,source_priority,catalog_version,record_status,legacy_text_th,legacy_text_en
act_transport_ref_low.02,act_transport_ref_low,2,recommendation,riskReduction,transport,any,low,activity_and_overall_risk_match,ยกของโดยงอเข่า หลังตรง ไม่บิดตัว และสวมรองเท้ากันลื่น,app_recommendations_v3,3,act_transport_ref_low,2,2026-07-29.1,source_verified,,
act_transport_ref_medium.01,act_transport_ref_medium,1,recommendation,riskReduction,transport,any,medium,activity_and_overall_risk_match,ลดน้ำหนักกระสอบ,app_recommendations_v3,3,act_transport_ref_medium,2,2026-07-29.1,source_verified,ลดน้ำหนักกระสอบ ใช้รถเข็น ปรับปรุงทางเดิน และเปลี่ยนทิศทางโดยหมุนเท้าแทนการบิดเอว,"Reduce sack weight, use a cart, improve the path, and turn with the feet instead of twisting the waist."
act_transport_ref_medium.02,act_transport_ref_medium,2,recommendation,riskReduction,transport,any,medium,activity_and_overall_risk_match,ใช้รถเข็น,app_recommendations_v3,3,act_transport_ref_medium,2,2026-07-29.1,source_verified,,
act_transport_ref_medium.03,act_transport_ref_medium,3,recommendation,riskReduction,transport,any,medium,activity_and_overall_risk_match,ปรับปรุงทางเดิน,app_recommendations_v3,3,act_transport_ref_medium,2,2026-07-29.1,source_verified,,
act_transport_ref_medium.04,act_transport_ref_medium,4,recommendation,riskReduction,transport,any,medium,activity_and_overall_risk_match,เปลี่ยนทิศทางโดยหมุนเท้าแทนการบิดเอว,app_recommendations_v3,3,act_transport_ref_medium,2,2026-07-29.1,source_verified,,
act_transport_two_person.01,act_transport_two_person,1,recommendation,posture,any,any,any,selection_key_selected,ให้คนช่วยยกเมื่อผลผลิตหนักเกินไป,body_map_recommendations,8,Manual handling,1,2026-07-29.1,source_verified,ให้คนช่วยยกเมื่อผลผลิตหนักเกินไป,Ask another person to help lift heavy produce when needed
act_use_cart_distance.01,act_use_cart_distance,1,recommendation,workloadSupport,any,any,any,selection_key_selected,ใช้รถเข็นหรืออุปกรณ์ช่วยขนย้ายเมื่อต้องขนไกล,body_map_recommendations,"3,8",Cart distance,1,2026-07-29.1,source_verified,ใช้รถเข็นหรืออุปกรณ์ช่วยขนย้ายเมื่อต้องขนไกล,Use a cart or handling aid for long distance transport
act_use_legs.01,act_use_legs,1,recommendation,posture,any,any,any,selection_key_selected,ใช้แรงจากขาในการออกแรง ไม่ใช่หลัง,app_recommendations_v3,"1,3",Lifting posture,2,2026-07-29.1,source_verified,ใช้แรงจากขาในการออกแรง ไม่ใช่หลัง,"Use leg muscles, not back"
ui.recommendations.heading,ui.recommendations.heading,1,ui_copy,interface,any,any,any,feature_surface_visible,คำแนะนำตามกิจกรรมและความเสี่ยง,current_app_recommendation_copy,,Existing recommendation UI or migration message,90,2026-07-29.1,source_verified,,
ui.recommendations.instruction,ui.recommendations.instruction,1,ui_copy,interface,any,any,any,feature_surface_visible,เริ่มจากข้อที่ทำได้จริงในงานนี้ แล้วติดตามคะแนนครั้งถัดไป,current_app_recommendation_copy,,Existing recommendation UI or migration message,90,2026-07-29.1,source_verified,,
ui.category.posture,ui.category.posture,1,ui_copy,interface,any,any,any,feature_surface_visible,ท่าทางที่ควรปรับ,current_app_recommendation_copy,,Existing recommendation UI or migration message,90,2026-07-29.1,source_verified,,
ui.category.risk_reduction,ui.category.risk_reduction,1,ui_copy,interface,any,any,any,feature_surface_visible,วิธีลดความเสี่ยง,current_app_recommendation_copy,,Existing recommendation UI or migration message,90,2026-07-29.1,source_verified,,
ui.category.rest_rotation,ui.category.rest_rotation,1,ui_copy,interface,any,any,any,feature_surface_visible,การพักหรือสลับงาน,current_app_recommendation_copy,,Existing recommendation UI or migration message,90,2026-07-29.1,source_verified,,
ui.category.workload_support,ui.category.workload_support,1,ui_copy,interface,any,any,any,feature_surface_visible,อุปกรณ์ช่วยลดภาระงาน,current_app_recommendation_copy,,Existing recommendation UI or migration message,90,2026-07-29.1,source_verified,,
ui.recommendations.empty,ui.recommendations.empty,1,ui_copy,interface,any,any,any,feature_surface_visible,ไม่มีคำแนะนำเพิ่มเติม,current_app_recommendation_copy,,Existing recommendation UI or migration message,90,2026-07-29.1,source_verified,,
ui.recommendations.full,ui.recommendations.full,1,ui_copy,interface,any,any,any,feature_surface_visible,คำแนะนำฉบับเต็ม,current_app_recommendation_copy,,Existing recommendation UI or migration message,90,2026-07-29.1,source_verified,,
report.selected_recommendations,report.selected_recommendations,1,ui_copy,interface,any,any,any,feature_surface_visible,คำแนะนำที่เลือก,current_app_recommendation_copy,,Existing recommendation UI or migration message,90,2026-07-29.1,source_verified,,
system.unmapped_saved_recommendation,system.unmapped_saved_recommendation,1,system_message,interface,any,any,any,feature_surface_visible,ไม่สามารถจับคู่คำแนะนำเดิมกับรายการปัจจุบันได้,current_app_recommendation_copy,,Existing recommendation UI or migration message,90,2026-07-29.1,source_verified,,
